step_index,concurrency,duration_seconds,sample_ticks,field,avg,p95,min,max,sample_count
0,10,296.5016369819641,8,avg_latency_ms,35.98005050505051,49.3,14.4,49.3,8
0,10,296.5016369819641,8,avg_packet_loss,0.03525252525252525,0.13999999999999999,0.0,0.13999999999999999,8
0,10,296.5016369819641,8,avg_jitter_ms,11.315151515151515,13.7,9.4,13.7,8
0,10,296.5016369819641,8,avg_bitrate_up_kbps,658.926715909091,726.6247272727273,549.9585,726.6247272727273,8
0,10,296.5016369819641,8,avg_bitrate_down_kbps,1955.7517715909091,5744.7618999999995,7.508,5744.7618999999995,8
0,10,296.5016369819641,8,freeze_count_total,0.0,0.0,0.0,0.0,8
0,10,296.5016369819641,8,pause_count_total,0.0,0.0,0.0,0.0,8
0,10,296.5016369819641,8,avg_connection_setup_ms,384.19520202020203,480.8,287.27272727272725,480.8,8
0,10,296.5016369819641,8,ice_success_rate,0.9886363636363636,1.0,0.9090909090909091,1.0,8
0,10,296.5016369819641,8,avg_av_sync_drift_ms,-0.26136363636363635,0.0,-2.090909090909091,0.0,8
whole_run,,,26,avg_latency_ms,31.684040404040406,49.3,1.0,49.3,10
whole_run,,,26,avg_packet_loss,0.0282020202020202,0.13999999999999999,0.0,0.13999999999999999,10
whole_run,,,26,avg_jitter_ms,9.752121212121212,13.7,0.0,13.7,10
whole_run,,,26,avg_bitrate_up_kbps,663.3357727272727,826.772,535.172,826.772,10
whole_run,,,26,avg_bitrate_down_kbps,1880.985433939394,5744.7618999999995,0.0,5744.7618999999995,10
whole_run,,,26,freeze_count_total,0.0,0.0,0.0,0.0,10
whole_run,,,26,pause_count_total,0.0,0.0,0.0,0.0,10
whole_run,,,26,avg_connection_setup_ms,375.8561616161616,480.8,287.27272727272725,480.8,10
whole_run,,,26,ice_success_rate,0.9742424242424242,1.0,0.8333333333333334,1.0,10
whole_run,,,26,avg_av_sync_drift_ms,-0.20909090909090908,0.0,-2.090909090909091,0.0,10
