timestamp,peer_id,room_id,step,latencyMs,packetLoss,jitterMs,bitrateUpKbps,bitrateDownKbps,resolutionWidth,resolutionHeight,framerate,packetReorderingRate,encodeLatencyMs,decodeLatencyMs,freezeCount,pauseCount,connectionSetupMs,iceSuccess,reconnectMs,avSyncDriftMs
2026-08-13T02:51:57.601352+00:00,bot-0a7648f8-4422-416d-ad93-a8c88fac56ee,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,7.0,0.0,9.0,783.952,632.199,1274.0,720.0,24.0,91.98148148148147,7.517857142857132,1.312296296296297,0.0,0.0,338.0,1.0,0.0,0.0
2026-08-13T02:52:32.464729+00:00,bot-0a7648f8-4422-416d-ad93-a8c88fac56ee,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,6.0,0.0,10.0,1068.724,864.076,1274.0,720.0,30.0,99.48333333333372,5.016949152542362,1.3909166666666641,0.0,0.0,338.0,1.0,0.0,0.0
2026-08-13T02:53:10.298080+00:00,bot-0a7648f8-4422-416d-ad93-a8c88fac56ee,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,6.0,0.0,8.0,732.099,692.718,1274.0,720.0,28.0,111.79310344827552,6.683333333333329,1.2387068965517192,0.0,0.0,338.0,1.0,0.0,0.0
2026-08-13T02:53:45.845136+00:00,bot-0a7648f8-4422-416d-ad93-a8c88fac56ee,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,1.0,0.0,9.0,748.623,1158.99,1274.0,720.0,30.0,72.1186440677966,5.491803278688524,1.5719322033898313,0.0,0.0,24.0,1.0,0.0,0.0
2026-08-13T02:54:19.589405+00:00,bot-0a7648f8-4422-416d-ad93-a8c88fac56ee,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,1.0,0.0,6.0,368.847,246.36,1274.0,720.0,30.0,79.01666666666667,3.733333333333322,0.9666666666666638,0.0,0.0,24.0,1.0,0.0,0.0
2026-08-13T02:54:56.356137+00:00,bot-0a7648f8-4422-416d-ad93-a8c88fac56ee,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,2.0,0.0,5.0,834.245,677.263,1274.0,720.0,30.0,82.56666666666679,6.0833333333333375,1.4451333333333298,0.0,0.0,24.0,1.0,0.0,0.0
2026-08-13T02:55:32.620328+00:00,bot-0a7648f8-4422-416d-ad93-a8c88fac56ee,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,1.0,0.0,9.0,865.097,748.796,1274.0,720.0,29.0,104.43333333333271,5.016949152542362,1.474474576271198,0.0,0.0,24.0,1.0,0.0,0.0
2026-08-13T02:56:08.660776+00:00,bot-0a7648f8-4422-416d-ad93-a8c88fac56ee,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,1.0,0.0,7.0,741.2,721.536,1274.0,720.0,29.0,113.50847457627123,5.716666666666667,1.388423728813556,0.0,0.0,24.0,1.0,0.0,0.0
2026-08-13T02:56:44.105476+00:00,bot-0a7648f8-4422-416d-ad93-a8c88fac56ee,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,80.0,0.0,10.0,689.761,1001.707,1274.0,720.0,24.0,56.22,4.666666666666663,1.9259999999999988,0.0,0.0,281.0,1.0,0.0,0.0
2026-08-13T02:57:21.417044+00:00,bot-0a7648f8-4422-416d-ad93-a8c88fac56ee,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,79.0,0.0,8.0,326.827,194.657,1274.0,720.0,30.0,72.99999999999989,3.4666666666666694,1.0594107142857165,0.0,0.0,281.0,1.0,0.0,0.0
2026-08-13T02:51:57.401493+00:00,bot-f9a772e8-c644-4641-ba69-1774e9a84a17,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,66.0,0.0,11.0,606.879,758.567,1274.0,720.0,26.0,65.46428571428565,9.137254901960787,1.470160714285716,0.0,0.0,379.0,1.0,0.0,0.0
2026-08-13T02:52:32.262558+00:00,bot-f9a772e8-c644-4641-ba69-1774e9a84a17,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,66.0,0.0,6.0,887.234,906.055,1274.0,720.0,29.0,104.7666666666667,5.933333333333332,1.6821355932203381,0.0,0.0,379.0,1.0,0.0,0.0
2026-08-13T02:53:10.087471+00:00,bot-f9a772e8-c644-4641-ba69-1774e9a84a17,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,66.0,0.0,8.0,730.246,717.788,1274.0,720.0,29.0,103.9500000000004,7.666666666666681,1.3820166666666631,0.0,0.0,379.0,1.0,0.0,0.0
2026-08-13T02:53:45.647326+00:00,bot-f9a772e8-c644-4641-ba69-1774e9a84a17,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,67.0,0.0,6.0,1124.304,759.134,1274.0,720.0,30.0,54.91525423728814,7.118644067796617,1.574796610169492,0.0,0.0,225.0,1.0,0.0,0.0
2026-08-13T02:54:19.384863+00:00,bot-f9a772e8-c644-4641-ba69-1774e9a84a17,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,67.0,0.0,4.0,246.852,273.795,1274.0,720.0,30.0,69.60000000000004,6.4999999999999805,0.9932166666666667,0.0,0.0,225.0,1.0,0.0,0.0
2026-08-13T02:54:56.150768+00:00,bot-f9a772e8-c644-4641-ba69-1774e9a84a17,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,68.0,0.0,7.0,722.664,792.335,1274.0,720.0,30.0,78.81666666666689,7.589285714285727,1.498450000000003,0.0,0.0,225.0,1.0,0.0,0.0
2026-08-13T02:55:32.357829+00:00,bot-f9a772e8-c644-4641-ba69-1774e9a84a17,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,72.0,0.0,8.0,892.375,1032.236,1274.0,720.0,30.0,117.84745762711869,7.639344262295041,2.3417288135593277,0.0,0.0,225.0,1.0,0.0,0.0
2026-08-13T02:56:08.472985+00:00,bot-f9a772e8-c644-4641-ba69-1774e9a84a17,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,72.0,0.0,5.0,731.739,763.595,1274.0,720.0,30.0,126.36666666666751,5.694915254237263,2.0169333333333186,0.0,0.0,225.0,1.0,0.0,0.0
2026-08-13T02:56:43.911610+00:00,bot-f9a772e8-c644-4641-ba69-1774e9a84a17,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,138.0,0.0,4.0,1063.605,678.796,1274.0,720.0,30.0,65.96666666666664,8.490566037735848,1.4911333333333332,0.0,0.0,437.0,1.0,0.0,0.0
2026-08-13T02:57:21.204212+00:00,bot-f9a772e8-c644-4641-ba69-1774e9a84a17,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,138.0,0.0,4.0,262.289,323.764,1274.0,720.0,30.0,69.6499999999998,5.654545454545453,1.194583333333332,0.0,0.0,437.0,1.0,0.0,0.0
