timestamp,room_id,step,avg_latency_ms,avg_packet_loss,avg_jitter_ms,avg_bitrate_up_kbps,avg_bitrate_down_kbps,freeze_count_total,pause_count_total,avg_connection_setup_ms,ice_success_rate,avg_av_sync_drift_ms,audio_avg_jitter_ms,audio_avg_packet_loss_ratio,audio_avg_bitrate_kbps,audio_avg_rtt_ms,video_avg_jitter_ms,video_avg_packet_loss_ratio,video_avg_bitrate_kbps,video_avg_rtt_ms
2026-08-13T02:51:57.197781+00:00,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,36.5,0.0,10.0,695.4155000000001,695.383,0.0,0.0,358.5,1.0,0.0,3.6822916666666665,0.0,43.595,35.82763671875,8.080555555555556,0.0,727.86075,35.938262939453125
2026-08-13T02:52:32.068338+00:00,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,36.0,0.0,8.0,977.979,885.0654999999999,0.0,0.0,358.5,1.0,0.0,2.734375,0.0,43.6225,36.285400390625,4.997222222222222,0.0,893.67675,35.74371337890625
2026-08-13T02:53:09.867090+00:00,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,36.0,0.0,8.0,731.1725,705.2529999999999,0.0,0.0,358.5,1.0,0.0,3.671875,0.0,43.165,36.59820556640625,6.355555555555556,0.0,1215.32,36.685943603515625
2026-08-13T02:53:45.452384+00:00,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,34.0,0.0,7.5,936.4635000000001,959.062,0.0,0.0,124.5,1.0,0.0,3.9270833333333335,0.0,44.073499999999996,35.45379638671875,6.069444444444445,0.0,772.86725,35.65216064453125
2026-08-13T02:54:19.181421+00:00,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,34.0,0.0,5.0,307.8495,260.0775,0.0,0.0,124.5,1.0,0.0,3.744791666666667,0.0,41.623999999999995,35.4461669921875,7.2027777777777775,0.0,208.701,35.858154296875
2026-08-13T02:54:55.920363+00:00,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,35.0,0.0,6.0,778.4545,734.799,0.0,0.0,124.5,1.0,0.0,2.9114583333333335,0.0,43.43675,34.938812255859375,4.663888888888889,0.0,767.296,35.205841064453125
2026-08-13T02:55:32.159257+00:00,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,36.5,0.0,8.5,878.736,890.5160000000001,0.0,0.0,124.5,1.0,0.0,3.510416666666667,0.0,43.552,36.20147705078125,6.613888888888889,0.0,823.47525,36.052703857421875
2026-08-13T02:56:08.251970+00:00,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,36.0,0.0,6.0,710.248,722.8785,0.0,0.0,124.5,1.0,0.0,3.6979166666666665,0.0,43.5715,36.0565185546875,4.888888888888888,0.0,839.789,36.701202392578125
2026-08-13T02:56:43.710888+00:00,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,109.0,0.0,7.0,876.683,840.2515000000001,0.0,0.0,359.0,1.0,0.0,2.84375,0.0,43.675,109.0087890625,5.680555555555555,0.0,851.629,109.33685302734375
2026-08-13T02:57:20.985138+00:00,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,0:2 clients,108.5,0.0,6.0,294.558,259.2105,0.0,0.0,359.0,1.0,0.0,3.0260416666666665,0.0,42.5025,109.36355590820312,5.238888888888889,0.0,212.805,110.57662963867188
2026-08-13T02:57:57.223452+00:00,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,transition,,,,,,,,,,,3.1979166666666665,0.0,43.182,109.60769653320312,7.219444444444444,0.0,662.57925,109.02023315429688
2026-08-13T02:58:33.249583+00:00,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,transition,,,,,,,,,,,3.1979166666666665,0.0,43.182,109.60769653320312,7.219444444444444,0.0,662.57925,109.02023315429688
2026-08-13T02:59:09.270623+00:00,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,transition,,,,,,,,,,,3.1979166666666665,0.0,43.182,109.60769653320312,7.219444444444444,0.0,662.57925,109.02023315429688
2026-08-13T02:59:46.092624+00:00,0xcc3c518123e0e5ea4f7b81d707ef80f85bbe327453f67e89c01f9807f170c75d,transition,,,,,,,,,,,3.1979166666666665,0.0,43.182,109.60769653320312,7.219444444444444,0.0,662.57925,109.02023315429688
