timestamp,room_id,step,avg_latency_ms,avg_packet_loss,avg_jitter_ms,avg_bitrate_up_kbps,avg_bitrate_down_kbps,freeze_count_total,pause_count_total,avg_connection_setup_ms,ice_success_rate,avg_av_sync_drift_ms,audio_avg_jitter_ms,audio_avg_packet_loss_ratio,audio_avg_bitrate_kbps,audio_avg_rtt_ms,video_avg_jitter_ms,video_avg_packet_loss_ratio,video_avg_bitrate_kbps,video_avg_rtt_ms
2026-08-13T01:49:14.132661+00:00,0xed36b0b7e12751fafaaffa6c192aa5a98017771297f2d417101bcc5d9ed46edd,transition,40.5,0.0,7.5,639.8335,99.2935,0.0,0.0,248.5,0.5,0.0,2.3541666666666665,0.0,33.635,82.1533203125,2.9222222222222225,0.0,504.662,81.4056396484375
2026-08-13T01:49:51.545699+00:00,0xed36b0b7e12751fafaaffa6c192aa5a98017771297f2d417101bcc5d9ed46edd,0:5 clients,82.6,0.0,10.2,994.8434,3790.5245999999997,0.0,0.0,489.0,0.8,0.0,3.58125,0.0,37.0113,82.26470947265625,8.911111111111111,0.0,1012.3137,81.53228759765625
2026-08-13T01:50:28.873473+00:00,0xed36b0b7e12751fafaaffa6c192aa5a98017771297f2d417101bcc5d9ed46edd,0:5 clients,82.4,0.0,9.0,875.1605999999999,3348.9561999999996,0.0,0.0,489.0,0.8,0.0,3.38125,0.0,43.5681,81.9244384765625,8.144444444444444,0.0,828.9703999999999,82.24639892578125
2026-08-13T01:51:09.991661+00:00,0xed36b0b7e12751fafaaffa6c192aa5a98017771297f2d417101bcc5d9ed46edd,0:5 clients,38.4,0.0,9.8,870.866,1236.8799999999999,0.0,0.0,147.2,1.0,0.0,3.3916666666666666,0.0,43.2396,38.4429931640625,6.265555555555556,0.0,801.4216,37.94403076171875
2026-08-13T01:51:47.485557+00:00,0xed36b0b7e12751fafaaffa6c192aa5a98017771297f2d417101bcc5d9ed46edd,0:5 clients,39.4,0.0,8.8,886.7386,1259.2322,0.0,0.0,147.2,1.0,0.0,3.4041666666666663,0.0,42.64149999999999,37.8662109375,6.957777777777778,0.0,793.0633,38.17291259765625
2026-08-13T01:52:23.359353+00:00,0xed36b0b7e12751fafaaffa6c192aa5a98017771297f2d417101bcc5d9ed46edd,0:5 clients,37.4,0.0,7.4,464.08299999999997,1039.0012,0.0,0.0,151.4,1.0,0.0,3.830729166666667,0.0,38.733875,47.588348388671875,9.706944444444444,0.0,429.15725,47.595977783203125
2026-08-13T01:52:59.811507+00:00,0xed36b0b7e12751fafaaffa6c192aa5a98017771297f2d417101bcc5d9ed46edd,0:5 clients,37.2,0.0,8.4,748.8104,1822.966,0.0,0.0,151.4,1.0,0.0,3.518229166666667,0.0,43.442625,47.09053039550781,8.79861111111111,0.0,737.259375,46.985626220703125
2026-08-13T01:53:36.931330+00:00,0xed36b0b7e12751fafaaffa6c192aa5a98017771297f2d417101bcc5d9ed46edd,0:5 clients,37.8,0.0,9.8,866.6792000000002,2245.0334,0.0,0.0,151.4,1.0,0.0,3.609375,0.0,43.294,47.13249206542969,7.215277777777778,0.0,832.90225,47.000885009765625
2026-08-13T01:54:14.878485+00:00,0xed36b0b7e12751fafaaffa6c192aa5a98017771297f2d417101bcc5d9ed46edd,0:5 clients,37.4,0.0,11.0,743.4664,1781.4158,0.0,0.0,151.4,1.0,0.0,3.40625,0.0,43.447625,48.62213134765625,7.791666666666667,0.0,729.6738750000001,47.32513427734375
2026-08-13T01:54:53.478317+00:00,0xed36b0b7e12751fafaaffa6c192aa5a98017771297f2d417101bcc5d9ed46edd,0:5 clients,73.0,0.03333333333333333,9.0,601.5034999999999,2064.1288333333337,0.0,0.0,126.16666666666667,0.8333333333333334,3.8333333333333335,1.9541666666666668,0.0,39.9125,87.37640380859375,3.991111111111111,2.1,479.54449999999997,87.80670166015625
